   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.250026.460 0.235454E+00 0.342690E-02 0.243691E+00 0.288327E-02 0.808301E+00 0.993614E-02 0.238779E+00 0.708969E-02 0.241749E+00 0.414747E-02 0.826302E+00 0.214002E-01
0.250035.340 0.231181E+00 0.390428E-02 0.239320E+00 0.300122E-02 0.807039E+00 0.114627E-01 0.234243E+00 0.690643E-02 0.237244E+00 0.407249E-02 0.824886E+00 0.211496E-01
0.250046.150 0.227107E+00 0.431337E-02 0.235350E+00 0.306504E-02 0.805263E+00 0.137391E-01 0.230226E+00 0.674735E-02 0.233248E+00 0.400652E-02 0.823678E+00 0.209369E-01
0.250061.290 0.222506E+00 0.415287E-02 0.231133E+00 0.305908E-02 0.802432E+00 0.151785E-01 0.226116E+00 0.658899E-02 0.229156E+00 0.393969E-02 0.822488E+00 0.207338E-01
0.350012.890 0.172257E+00 0.316264E-02 0.184483E+00 0.257453E-02 0.743688E+00 0.147014E-01 0.176840E+00 0.560300E-02 0.182102E+00 0.369899E-02 0.773461E+00 0.213776E-01
0.350015.830 0.167702E+00 0.309043E-02 0.179686E+00 0.245451E-02 0.742500E+00 0.149260E-01 0.172379E+00 0.543951E-02 0.177567E+00 0.361795E-02 0.772313E+00 0.212501E-01
0.350020.190 0.162591E+00 0.301214E-02 0.174598E+00 0.234874E-02 0.739938E+00 0.149724E-01 0.167461E+00 0.525726E-02 0.172563E+00 0.352763E-02 0.771085E+00 0.210981E-01
0.350026.190 0.157643E+00 0.292677E-02 0.169423E+00 0.231124E-02 0.738468E+00 0.151908E-01 0.162630E+00 0.507886E-02 0.167640E+00 0.343786E-02 0.769933E+00 0.209480E-01
0.350034.930 0.152575E+00 0.283486E-02 0.164214E+00 0.225910E-02 0.736531E+00 0.151056E-01 0.157635E+00 0.489622E-02 0.162546E+00 0.334460E-02 0.768767E+00 0.207979E-01
0.350046.330 0.147859E+00 0.277321E-02 0.159389E+00 0.223347E-02 0.734577E+00 0.153066E-01 0.153041E+00 0.472939E-02 0.157857E+00 0.325843E-02 0.767703E+00 0.206612E-01
0.350061.100 0.143563E+00 0.274720E-02 0.154998E+00 0.219407E-02 0.732715E+00 0.155643E-01 0.148817E+00 0.457727E-02 0.153543E+00 0.317885E-02 0.766727E+00 0.205380E-01
0.450016.640 0.999069E-01 0.242995E-02 0.112202E+00 0.196214E-02 0.678301E+00 0.207285E-01 0.106527E+00 0.338705E-02 0.111431E+00 0.268457E-02 0.728258E+00 0.213758E-01
0.450020.080 0.967795E-01 0.237072E-02 0.108729E+00 0.193326E-02 0.677357E+00 0.210219E-01 0.103278E+00 0.326497E-02 0.108061E+00 0.261170E-02 0.727302E+00 0.212939E-01
0.450026.050 0.928215E-01 0.228972E-02 0.104374E+00 0.188314E-02 0.675877E+00 0.208798E-01 0.991703E-01 0.311485E-02 0.103802E+00 0.251910E-02 0.726086E+00 0.211997E-01
0.450035.120 0.885878E-01 0.220688E-02 0.998440E-01 0.185413E-02 0.673394E+00 0.214948E-01 0.948574E-01 0.295652E-02 0.993256E-01 0.242166E-02 0.724816E+00 0.210946E-01
0.450046.070 0.850781E-01 0.217628E-02 0.959462E-01 0.180370E-02 0.672209E+00 0.215615E-01 0.912354E-01 0.282891E-02 0.955648E-01 0.233877E-02 0.723735E+00 0.210270E-01
0.450061.100 0.817291E-01 0.210801E-02 0.923224E-01 0.177015E-02 0.670340E+00 0.216362E-01 0.877492E-01 0.270430E-02 0.919426E-01 0.225912E-02 0.722690E+00 0.209501E-01
0.550021.260 0.491232E-01 0.161915E-02 0.577658E-01 0.144737E-02 0.616903E+00 0.271571E-01 0.528992E-01 0.239620E-02 0.565974E-01 0.194864E-02 0.678037E+00 0.255447E-01
0.550026.210 0.470920E-01 0.156415E-02 0.554360E-01 0.141402E-02 0.615598E+00 0.272510E-01 0.507578E-01 0.228458E-02 0.543296E-01 0.186316E-02 0.677031E+00 0.253202E-01
0.550034.980 0.445180E-01 0.147153E-02 0.524874E-01 0.133962E-02 0.613782E+00 0.271337E-01 0.480869E-01 0.210550E-02 0.514731E-01 0.174472E-02 0.676052E+00 0.249294E-01
0.550046.930 0.421815E-01 0.140091E-02 0.497404E-01 0.127124E-02 0.612872E+00 0.268355E-01 0.456039E-01 0.195380E-02 0.488240E-01 0.164254E-02 0.675035E+00 0.245667E-01
0.650027.408 0.198488E-01 0.747252E-03 0.241675E-01 0.709956E-03 0.564391E+00 0.291257E-01 0.225299E-01 0.493140E-03 0.244346E-01 0.874527E-03 0.633627E+00 0.233115E-01
