   X     Q^2  F2(Pb)EPS09/F2p Stheo     statEPS09   systEPS09    F2(Pb)DSSZ/F2p   S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
0.0250 5.478 0.893717E+00 0.152351E-01 0.234714E-01 0.000000E+00 0.888384E+00 0.286399E-01 0.233313E-01 0.000000E+00
0.0250 6.627 0.933880E+00 0.152523E-01 0.308571E-01 0.000000E+00 0.928231E+00 0.283776E-01 0.306704E-01 0.000000E+00
0.0250 7.918 0.807176E+00 0.130957E-01 0.575250E-01 0.000000E+00 0.801161E+00 0.233204E-01 0.570963E-01 0.000000E+00
0.0350 1.706 0.874929E+00 0.206323E-01 0.301700E-01 0.000000E+00 0.875405E+00 0.349401E-01 0.301864E-01 0.000000E+00
0.0350 1.964 0.871271E+00 0.192005E-01 0.276736E-01 0.000000E+00 0.870859E+00 0.329604E-01 0.276605E-01 0.000000E+00
0.0350 2.304 0.857541E+00 0.180831E-01 0.251163E-01 0.000000E+00 0.856897E+00 0.308856E-01 0.250974E-01 0.000000E+00
0.0350 2.754 0.907812E+00 0.186043E-01 0.261436E-01 0.000000E+00 0.907293E+00 0.308356E-01 0.261286E-01 0.000000E+00
0.0350 3.270 0.912463E+00 0.183460E-01 0.299020E-01 0.000000E+00 0.911456E+00 0.293475E-01 0.298690E-01 0.000000E+00
0.0350 3.837 0.890981E+00 0.163545E-01 0.300638E-01 0.000000E+00 0.888628E+00 0.273077E-01 0.299844E-01 0.000000E+00
0.0350 4.584 0.869384E+00 0.149074E-01 0.292845E-01 0.000000E+00 0.866952E+00 0.252073E-01 0.292026E-01 0.000000E+00
0.0350 5.478 0.874853E+00 0.152674E-01 0.313105E-01 0.000000E+00 0.870238E+00 0.240830E-01 0.311454E-01 0.000000E+00
0.0350 6.750 0.861658E+00 0.139907E-01 0.268689E-01 0.000000E+00 0.855487E+00 0.223536E-01 0.266765E-01 0.000000E+00
0.0350 8.165 0.933331E+00 0.146114E-01 0.325689E-01 0.000000E+00 0.925966E+00 0.229746E-01 0.323119E-01 0.000000E+00
0.0350 9.697 0.933606E+00 0.142941E-01 0.475664E-01 0.000000E+00 0.926897E+00 0.219977E-01 0.472245E-01 0.000000E+00
0.035011.440 0.101588E+01 0.148083E-01 0.219093E+00 0.000000E+00 0.100729E+01 0.229653E-01 0.217241E+00 0.000000E+00
0.0450 1.706 0.914886E+00 0.207707E-01 0.362331E-01 0.000000E+00 0.920080E+00 0.344609E-01 0.364388E-01 0.000000E+00
0.0450 1.964 0.862708E+00 0.186772E-01 0.301582E-01 0.000000E+00 0.863044E+00 0.308138E-01 0.301700E-01 0.000000E+00
0.0450 2.304 0.885365E+00 0.193506E-01 0.293289E-01 0.000000E+00 0.885978E+00 0.302969E-01 0.293492E-01 0.000000E+00
0.0450 2.754 0.969520E+00 0.200959E-01 0.312748E-01 0.000000E+00 0.970168E+00 0.315303E-01 0.312958E-01 0.000000E+00
0.0450 3.230 0.907996E+00 0.191578E-01 0.341421E-01 0.000000E+00 0.908415E+00 0.282766E-01 0.341579E-01 0.000000E+00
0.0450 3.813 0.909302E+00 0.169973E-01 0.333349E-01 0.000000E+00 0.909050E+00 0.271712E-01 0.333257E-01 0.000000E+00
0.0450 4.584 0.951068E+00 0.158489E-01 0.390086E-01 0.000000E+00 0.950853E+00 0.270968E-01 0.389998E-01 0.000000E+00
0.0450 5.478 0.902873E+00 0.153659E-01 0.363761E-01 0.000000E+00 0.901168E+00 0.246530E-01 0.363074E-01 0.000000E+00
0.0450 6.750 0.983140E+00 0.153167E-01 0.357164E-01 0.000000E+00 0.976587E+00 0.254822E-01 0.354783E-01 0.000000E+00
0.0450 8.266 0.940867E+00 0.145238E-01 0.367673E-01 0.000000E+00 0.934229E+00 0.233028E-01 0.365079E-01 0.000000E+00
0.0450 9.877 0.929204E+00 0.144826E-01 0.378494E-01 0.000000E+00 0.921211E+00 0.221245E-01 0.375239E-01 0.000000E+00
0.045012.096 0.996397E+00 0.154507E-01 0.559880E-01 0.000000E+00 0.987122E+00 0.227691E-01 0.554668E-01 0.000000E+00
0.0550 1.716 0.915182E+00 0.219030E-01 0.433604E-01 0.000000E+00 0.913989E+00 0.335832E-01 0.433039E-01 0.000000E+00
0.0550 1.964 0.917754E+00 0.210984E-01 0.362271E-01 0.000000E+00 0.912885E+00 0.321854E-01 0.360349E-01 0.000000E+00
0.0550 2.290 0.921691E+00 0.202527E-01 0.325850E-01 0.000000E+00 0.916992E+00 0.311598E-01 0.324189E-01 0.000000E+00
0.0550 2.754 0.935896E+00 0.185780E-01 0.345590E-01 0.000000E+00 0.930810E+00 0.302190E-01 0.343712E-01 0.000000E+00
0.0550 3.270 0.917717E+00 0.184217E-01 0.374579E-01 0.000000E+00 0.912582E+00 0.284845E-01 0.372482E-01 0.000000E+00
0.0550 3.813 0.897445E+00 0.166377E-01 0.347338E-01 0.000000E+00 0.891951E+00 0.269691E-01 0.345211E-01 0.000000E+00
0.0550 4.584 0.844658E+00 0.138934E-01 0.357427E-01 0.000000E+00 0.839776E+00 0.244028E-01 0.355362E-01 0.000000E+00
0.0550 5.478 0.874900E+00 0.139406E-01 0.377112E-01 0.000000E+00 0.869484E+00 0.244275E-01 0.374777E-01 0.000000E+00
0.0550 6.750 0.100725E+01 0.154498E-01 0.388861E-01 0.000000E+00 0.997136E+00 0.269490E-01 0.384959E-01 0.000000E+00
0.0550 8.266 0.105054E+01 0.162009E-01 0.455931E-01 0.000000E+00 0.104046E+01 0.271083E-01 0.451556E-01 0.000000E+00
0.0550 9.938 0.943259E+00 0.137447E-01 0.409699E-01 0.000000E+00 0.932842E+00 0.235419E-01 0.405174E-01 0.000000E+00
0.055012.320 0.971819E+00 0.151394E-01 0.467771E-01 0.000000E+00 0.960844E+00 0.234237E-01 0.462489E-01 0.000000E+00
0.055015.080 0.879556E+00 0.133502E-01 0.709010E-01 0.000000E+00 0.867834E+00 0.204671E-01 0.699561E-01 0.000000E+00
0.0700 1.716 0.921441E+00 0.236319E-01 0.819687E-01 0.000000E+00 0.913893E+00 0.340686E-01 0.812972E-01 0.000000E+00
0.0700 1.976 0.987162E+00 0.243162E-01 0.405425E-01 0.000000E+00 0.980036E+00 0.352859E-01 0.402498E-01 0.000000E+00
0.0700 2.304 0.959073E+00 0.215389E-01 0.292919E-01 0.000000E+00 0.951335E+00 0.332602E-01 0.290556E-01 0.000000E+00
0.0700 2.737 0.981942E+00 0.209162E-01 0.274603E-01 0.000000E+00 0.973356E+00 0.329031E-01 0.272202E-01 0.000000E+00
0.0700 3.270 0.934989E+00 0.179610E-01 0.322410E-01 0.000000E+00 0.926686E+00 0.303372E-01 0.319547E-01 0.000000E+00
0.0700 3.837 0.925555E+00 0.168871E-01 0.304084E-01 0.000000E+00 0.916331E+00 0.292319E-01 0.301053E-01 0.000000E+00
0.0700 4.556 0.965571E+00 0.165514E-01 0.332956E-01 0.000000E+00 0.955946E+00 0.296333E-01 0.329637E-01 0.000000E+00
0.0700 5.478 0.923137E+00 0.141384E-01 0.323574E-01 0.000000E+00 0.914431E+00 0.275934E-01 0.320522E-01 0.000000E+00
0.0700 6.709 0.959524E+00 0.152808E-01 0.295385E-01 0.000000E+00 0.950250E+00 0.278588E-01 0.292530E-01 0.000000E+00
0.0700 8.266 0.942313E+00 0.151928E-01 0.323623E-01 0.000000E+00 0.935105E+00 0.266344E-01 0.321147E-01 0.000000E+00
0.0700 9.877 0.933782E+00 0.125936E-01 0.343022E-01 0.000000E+00 0.926367E+00 0.257723E-01 0.340298E-01 0.000000E+00
0.070012.320 0.958953E+00 0.134553E-01 0.343505E-01 0.000000E+00 0.950802E+00 0.257369E-01 0.340586E-01 0.000000E+00
0.070015.650 0.100070E+01 0.140581E-01 0.468331E-01 0.000000E+00 0.991435E+00 0.260554E-01 0.463995E-01 0.000000E+00
0.070019.520 0.940174E+00 0.132616E-01 0.773924E-01 0.000000E+00 0.932461E+00 0.238867E-01 0.767575E-01 0.000000E+00
0.0900 1.703 0.863752E+00 0.226058E-01 0.104181E+00 0.000000E+00 0.860030E+00 0.330176E-01 0.103732E+00 0.000000E+00
0.0900 1.935 0.802093E+00 0.185043E-01 0.472932E-01 0.000000E+00 0.799857E+00 0.299321E-01 0.471614E-01 0.000000E+00
0.0900 2.363 0.963032E+00 0.184417E-01 0.690583E-01 0.000000E+00 0.960271E+00 0.347814E-01 0.688603E-01 0.000000E+00
0.0900 2.760 0.101565E+01 0.190914E-01 0.377563E-01 0.000000E+00 0.101501E+01 0.358624E-01 0.377327E-01 0.000000E+00
0.0900 3.242 0.885341E+00 0.153662E-01 0.330351E-01 0.000000E+00 0.884798E+00 0.305325E-01 0.330148E-01 0.000000E+00
0.0900 3.808 0.962274E+00 0.160595E-01 0.349746E-01 0.000000E+00 0.960177E+00 0.324374E-01 0.348984E-01 0.000000E+00
0.0900 4.573 0.957089E+00 0.147399E-01 0.378296E-01 0.000000E+00 0.954468E+00 0.314627E-01 0.377260E-01 0.000000E+00
0.0900 5.461 0.960167E+00 0.138783E-01 0.387469E-01 0.000000E+00 0.958125E+00 0.309252E-01 0.386645E-01 0.000000E+00
0.0900 6.743 0.922087E+00 0.133421E-01 0.311771E-01 0.000000E+00 0.920291E+00 0.289919E-01 0.311164E-01 0.000000E+00
0.0900 8.234 0.906691E+00 0.121754E-01 0.377002E-01 0.000000E+00 0.907003E+00 0.279440E-01 0.377132E-01 0.000000E+00
0.0900 9.944 0.920027E+00 0.117882E-01 0.367634E-01 0.000000E+00 0.920125E+00 0.277830E-01 0.367673E-01 0.000000E+00
0.090012.340 0.986650E+00 0.132578E-01 0.386736E-01 0.000000E+00 0.986016E+00 0.291390E-01 0.386488E-01 0.000000E+00
0.090015.580 0.952308E+00 0.117945E-01 0.462011E-01 0.000000E+00 0.952019E+00 0.274870E-01 0.461870E-01 0.000000E+00
0.090020.110 0.930140E+00 0.123509E-01 0.621348E-01 0.000000E+00 0.931211E+00 0.262550E-01 0.622064E-01 0.000000E+00
0.090024.700 0.101740E+01 0.138910E-01 0.118697E+00 0.000000E+00 0.101785E+01 0.281884E-01 0.118749E+00 0.000000E+00
0.1250 2.310 0.109249E+01 0.176473E-01 0.137141E+00 0.000000E+00 0.110490E+01 0.403509E-01 0.138698E+00 0.000000E+00
0.1250 2.760 0.834559E+00 0.130903E-01 0.747780E-01 0.000000E+00 0.845614E+00 0.301354E-01 0.757685E-01 0.000000E+00
0.1250 3.250 0.984275E+00 0.147812E-01 0.433561E-01 0.000000E+00 0.996505E+00 0.347906E-01 0.438948E-01 0.000000E+00
0.1250 3.830 0.923902E+00 0.147358E-01 0.284985E-01 0.000000E+00 0.937193E+00 0.321143E-01 0.289084E-01 0.000000E+00
0.1250 4.550 0.936879E+00 0.158914E-01 0.275283E-01 0.000000E+00 0.950728E+00 0.319460E-01 0.279352E-01 0.000000E+00
0.1250 5.460 0.905520E+00 0.161334E-01 0.293286E-01 0.000000E+00 0.918674E+00 0.303062E-01 0.297546E-01 0.000000E+00
0.1250 6.670 0.924140E+00 0.164016E-01 0.274769E-01 0.000000E+00 0.936841E+00 0.303108E-01 0.278545E-01 0.000000E+00
0.1250 8.190 0.905293E+00 0.152736E-01 0.293807E-01 0.000000E+00 0.914239E+00 0.290185E-01 0.296711E-01 0.000000E+00
0.1250 9.880 0.946358E+00 0.153548E-01 0.302908E-01 0.000000E+00 0.954883E+00 0.298069E-01 0.305637E-01 0.000000E+00
0.125012.200 0.905288E+00 0.139974E-01 0.275443E-01 0.000000E+00 0.912140E+00 0.279778E-01 0.277527E-01 0.000000E+00
0.125015.600 0.936489E+00 0.125556E-01 0.330202E-01 0.000000E+00 0.943348E+00 0.283539E-01 0.332620E-01 0.000000E+00
0.125019.900 0.879847E+00 0.115388E-01 0.392463E-01 0.000000E+00 0.889685E+00 0.262429E-01 0.396851E-01 0.000000E+00
0.125025.900 0.868843E+00 0.116056E-01 0.474578E-01 0.000000E+00 0.877672E+00 0.254052E-01 0.479401E-01 0.000000E+00
0.125033.900 0.944245E+00 0.117184E-01 0.105624E+00 0.000000E+00 0.955079E+00 0.271462E-01 0.106836E+00 0.000000E+00
0.1750 3.260 0.891094E+00 0.164500E-01 0.176974E+00 0.000000E+00 0.903450E+00 0.289260E-01 0.179428E+00 0.000000E+00
0.1750 3.808 0.866451E+00 0.126962E-01 0.300950E+00 0.000000E+00 0.877947E+00 0.276903E-01 0.304943E+00 0.000000E+00
0.1750 4.702 0.868682E+00 0.141863E-01 0.583839E-01 0.000000E+00 0.880767E+00 0.272375E-01 0.591961E-01 0.000000E+00
0.1750 5.461 0.869483E+00 0.145238E-01 0.406466E-01 0.000000E+00 0.880877E+00 0.269008E-01 0.411792E-01 0.000000E+00
0.1750 6.743 0.955345E+00 0.135636E-01 0.379666E-01 0.000000E+00 0.966213E+00 0.290164E-01 0.383985E-01 0.000000E+00
0.1750 8.144 0.870408E+00 0.132793E-01 0.334772E-01 0.000000E+00 0.880498E+00 0.260654E-01 0.338653E-01 0.000000E+00
0.1750 9.944 0.888277E+00 0.134533E-01 0.332229E-01 0.000000E+00 0.903696E+00 0.263678E-01 0.337997E-01 0.000000E+00
0.175012.340 0.878734E+00 0.140692E-01 0.314457E-01 0.000000E+00 0.893091E+00 0.256840E-01 0.319595E-01 0.000000E+00
0.175015.760 0.860648E+00 0.127936E-01 0.339043E-01 0.000000E+00 0.877163E+00 0.248216E-01 0.345549E-01 0.000000E+00
0.175020.110 0.855197E+00 0.158047E-01 0.434552E-01 0.000000E+00 0.870318E+00 0.242596E-01 0.442235E-01 0.000000E+00
0.175026.400 0.807112E+00 0.146355E-01 0.468646E-01 0.000000E+00 0.821120E+00 0.225363E-01 0.476779E-01 0.000000E+00
0.175034.840 0.862775E+00 0.155471E-01 0.720425E-01 0.000000E+00 0.876220E+00 0.236934E-01 0.731652E-01 0.000000E+00
0.175045.980 0.809903E+00 0.143499E-01 0.114083E+00 0.000000E+00 0.818574E+00 0.218288E-01 0.115304E+00 0.000000E+00
0.2500 4.564 0.107421E+01 0.258551E-01 0.263190E+00 0.000000E+00 0.109385E+01 0.306348E-01 0.268001E+00 0.000000E+00
0.2500 6.812 0.882519E+00 0.182280E-01 0.632130E-01 0.000000E+00 0.898604E+00 0.246466E-01 0.643652E-01 0.000000E+00
0.2500 8.185 0.837188E+00 0.171161E-01 0.548305E-01 0.000000E+00 0.853419E+00 0.232003E-01 0.558935E-01 0.000000E+00
0.250010.050 0.821013E+00 0.173912E-01 0.328077E-01 0.000000E+00 0.833352E+00 0.224421E-01 0.333008E-01 0.000000E+00
0.250012.350 0.846702E+00 0.162905E-01 0.278144E-01 0.000000E+00 0.860024E+00 0.229571E-01 0.282520E-01 0.000000E+00
0.250015.770 0.729968E+00 0.127008E-01 0.261286E-01 0.000000E+00 0.741349E+00 0.195846E-01 0.265360E-01 0.000000E+00
0.250020.260 0.794012E+00 0.106177E-01 0.342387E-01 0.000000E+00 0.806189E+00 0.210853E-01 0.347638E-01 0.000000E+00
0.250026.460 0.859224E+00 0.105621E-01 0.420317E-01 0.000000E+00 0.878359E+00 0.227484E-01 0.429677E-01 0.000000E+00
0.250035.340 0.715037E+00 0.101560E-01 0.484224E-01 0.000000E+00 0.730849E+00 0.187385E-01 0.494932E-01 0.000000E+00
0.250046.150 0.864047E+00 0.147420E-01 0.950210E-01 0.000000E+00 0.883806E+00 0.224653E-01 0.971940E-01 0.000000E+00
0.250061.290 0.752682E+00 0.142374E-01 0.111538E+00 0.000000E+00 0.771493E+00 0.194483E-01 0.114326E+00 0.000000E+00
0.350012.890 0.683450E+00 0.135106E-01 0.498271E-01 0.000000E+00 0.710811E+00 0.196460E-01 0.518219E-01 0.000000E+00
0.350015.830 0.694238E+00 0.139558E-01 0.348975E-01 0.000000E+00 0.722113E+00 0.198688E-01 0.362987E-01 0.000000E+00
0.350020.190 0.766576E+00 0.155115E-01 0.451362E-01 0.000000E+00 0.798844E+00 0.218577E-01 0.470362E-01 0.000000E+00
0.350026.190 0.816007E+00 0.167858E-01 0.531697E-01 0.000000E+00 0.850776E+00 0.231475E-01 0.554352E-01 0.000000E+00
0.350034.930 0.734321E+00 0.150603E-01 0.662878E-01 0.000000E+00 0.766461E+00 0.207355E-01 0.691890E-01 0.000000E+00
0.350046.330 0.714744E+00 0.148933E-01 0.859455E-01 0.000000E+00 0.746975E+00 0.201034E-01 0.898212E-01 0.000000E+00
0.350061.100 0.803055E+00 0.170585E-01 0.153137E+00 0.000000E+00 0.840333E+00 0.225096E-01 0.160246E+00 0.000000E+00
0.450016.640 0.651169E+00 0.198994E-01 0.827527E-01 0.000000E+00 0.699128E+00 0.205207E-01 0.888475E-01 0.000000E+00
0.450020.080 0.609621E+00 0.189197E-01 0.521565E-01 0.000000E+00 0.654572E+00 0.191645E-01 0.560023E-01 0.000000E+00
0.450026.050 0.590716E+00 0.182490E-01 0.493390E-01 0.000000E+00 0.634599E+00 0.185286E-01 0.530043E-01 0.000000E+00
0.450035.120 0.646459E+00 0.206350E-01 0.814807E-01 0.000000E+00 0.695823E+00 0.202508E-01 0.877027E-01 0.000000E+00
0.450046.070 0.614399E+00 0.197072E-01 0.766319E-01 0.000000E+00 0.661494E+00 0.192187E-01 0.825058E-01 0.000000E+00
0.450061.100 0.722627E+00 0.233238E-01 0.186355E+00 0.000000E+00 0.779060E+00 0.225842E-01 0.200908E+00 0.000000E+00
0.550021.260 0.654534E+00 0.288137E-01 0.120296E+00 0.000000E+00 0.719398E+00 0.271029E-01 0.132217E+00 0.000000E+00
0.550026.210 0.541111E+00 0.239536E-01 0.486322E-01 0.000000E+00 0.595110E+00 0.222564E-01 0.534855E-01 0.000000E+00
0.550034.980 0.626058E+00 0.276764E-01 0.114777E+00 0.000000E+00 0.689573E+00 0.254280E-01 0.126422E+00 0.000000E+00
0.550046.930 0.664353E+00 0.290897E-01 0.158734E+00 0.000000E+00 0.731738E+00 0.266303E-01 0.174834E+00 0.000000E+00
0.650027.408 0.486505E+00 0.251063E-01 0.225756E-01 0.000000E+00 0.546186E+00 0.200945E-01 0.253451E-01 0.000000E+00
