   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.0250 1.706 0.275817E+00 0.735937E-02 0.304930E+00 0.465740E-02 0.884645E+00 0.171985E-01 0.276175E+00 0.128921E-01 0.312030E+00 0.263633E-02 0.865639E+00 0.403352E-01
0.0250 1.941 0.284606E+00 0.721825E-02 0.313432E+00 0.443827E-02 0.888230E+00 0.165559E-01 0.285183E+00 0.127200E-01 0.320440E+00 0.257674E-02 0.870566E+00 0.387056E-01
0.0250 2.305 0.296983E+00 0.698958E-02 0.325061E+00 0.440346E-02 0.893869E+00 0.155584E-01 0.296994E+00 0.125712E-01 0.331656E+00 0.253079E-02 0.876123E+00 0.369157E-01
0.0250 2.721 0.309032E+00 0.688351E-02 0.336395E+00 0.441903E-02 0.898948E+00 0.146954E-01 0.308634E+00 0.123822E-01 0.342581E+00 0.248691E-02 0.881576E+00 0.351533E-01
0.0250 3.231 0.321698E+00 0.685601E-02 0.348218E+00 0.425709E-02 0.904165E+00 0.140614E-01 0.320738E+00 0.121863E-01 0.353928E+00 0.245394E-02 0.886924E+00 0.334389E-01
0.0250 3.814 0.334276E+00 0.666845E-02 0.360021E+00 0.462941E-02 0.908858E+00 0.132958E-01 0.332375E+00 0.120351E-01 0.364930E+00 0.243975E-02 0.891532E+00 0.319893E-01
0.0250 4.585 0.348255E+00 0.667813E-02 0.372957E+00 0.441283E-02 0.914184E+00 0.128206E-01 0.345629E+00 0.118214E-01 0.377326E+00 0.243010E-02 0.896786E+00 0.303396E-01
0.0250 5.512 0.362544E+00 0.638816E-02 0.386197E+00 0.462253E-02 0.919227E+00 0.116913E-01 0.358769E+00 0.116586E-01 0.389745E+00 0.243922E-02 0.901375E+00 0.289300E-01
0.0250 6.627 0.376491E+00 0.674939E-02 0.399616E+00 0.485113E-02 0.922690E+00 0.123246E-01 0.371959E+00 0.115011E-01 0.402227E+00 0.246164E-02 0.905667E+00 0.276135E-01
0.0250 8.066 0.391927E+00 0.699614E-02 0.414430E+00 0.509153E-02 0.926343E+00 0.112499E-01 0.386137E+00 0.113293E-01 0.415618E+00 0.249683E-02 0.910049E+00 0.262848E-01
0.0250 9.233 0.402440E+00 0.679248E-02 0.424671E+00 0.521486E-02 0.928371E+00 0.116116E-01 0.395821E+00 0.112281E-01 0.424805E+00 0.252806E-02 0.912814E+00 0.254633E-01
0.0350 1.706 0.286629E+00 0.857493E-02 0.308054E+00 0.538761E-02 0.905193E+00 0.167720E-01 0.287671E+00 0.113776E-01 0.313710E+00 0.248317E-02 0.892102E+00 0.356548E-01
0.0350 1.941 0.295239E+00 0.833976E-02 0.315583E+00 0.515686E-02 0.910154E+00 0.159390E-01 0.295764E+00 0.111469E-01 0.321173E+00 0.239607E-02 0.895904E+00 0.341130E-01
0.0350 2.305 0.306038E+00 0.829604E-02 0.326190E+00 0.493486E-02 0.912756E+00 0.163307E-01 0.306010E+00 0.109301E-01 0.330752E+00 0.231750E-02 0.900082E+00 0.324784E-01
0.0350 2.737 0.316548E+00 0.841593E-02 0.336538E+00 0.482680E-02 0.915056E+00 0.159512E-01 0.316250E+00 0.106738E-01 0.340227E+00 0.223600E-02 0.904281E+00 0.308335E-01
0.0350 3.231 0.326867E+00 0.826676E-02 0.345942E+00 0.457297E-02 0.919185E+00 0.150748E-01 0.325975E+00 0.104335E-01 0.349221E+00 0.216747E-02 0.908070E+00 0.293668E-01
0.0350 3.837 0.337717E+00 0.787127E-02 0.356084E+00 0.467612E-02 0.922641E+00 0.141204E-01 0.335900E+00 0.102221E-01 0.358460E+00 0.211381E-02 0.911593E+00 0.280388E-01
0.0350 4.613 0.349307E+00 0.738084E-02 0.366511E+00 0.416580E-02 0.927166E+00 0.127277E-01 0.346625E+00 0.995727E-02 0.368361E+00 0.205582E-02 0.915427E+00 0.265909E-01
0.0350 5.479 0.360167E+00 0.718339E-02 0.376696E+00 0.394353E-02 0.930166E+00 0.122064E-01 0.356465E+00 0.975477E-02 0.377533E+00 0.201924E-02 0.918564E+00 0.254332E-01
0.0350 6.709 0.373406E+00 0.714060E-02 0.388398E+00 0.408950E-02 0.935335E+00 0.119863E-01 0.368017E+00 0.951379E-02 0.388301E+00 0.198450E-02 0.922067E+00 0.241387E-01
0.0350 8.216 0.386266E+00 0.726716E-02 0.400616E+00 0.446546E-02 0.938083E+00 0.112537E-01 0.379533E+00 0.927387E-02 0.399038E+00 0.195968E-02 0.925377E+00 0.229223E-01
0.0350 9.817 0.397900E+00 0.734079E-02 0.411266E+00 0.450920E-02 0.941364E+00 0.114456E-01 0.389533E+00 0.907590E-02 0.408381E+00 0.194737E-02 0.928078E+00 0.219455E-01
0.035011.588 0.408143E+00 0.753929E-02 0.420592E+00 0.486386E-02 0.944237E+00 0.112926E-01 0.398669E+00 0.891217E-02 0.416974E+00 0.194419E-02 0.930321E+00 0.211305E-01
0.0450 1.717 0.297543E+00 0.966808E-02 0.312824E+00 0.666010E-02 0.920215E+00 0.178350E-01 0.300532E+00 0.111478E-01 0.318184E+00 0.264581E-02 0.913803E+00 0.343432E-01
0.0450 1.989 0.307466E+00 0.885802E-02 0.320777E+00 0.687157E-02 0.927204E+00 0.166089E-01 0.308788E+00 0.108844E-01 0.325747E+00 0.254607E-02 0.916986E+00 0.327638E-01
0.0450 2.305 0.315632E+00 0.929487E-02 0.329789E+00 0.634112E-02 0.925676E+00 0.176622E-01 0.316394E+00 0.107221E-01 0.332829E+00 0.248565E-02 0.919433E+00 0.315991E-01
0.0450 2.721 0.324385E+00 0.892696E-02 0.338405E+00 0.593134E-02 0.926962E+00 0.164552E-01 0.324848E+00 0.104922E-01 0.340608E+00 0.240853E-02 0.922280E+00 0.302324E-01
0.0450 3.231 0.333526E+00 0.889798E-02 0.346912E+00 0.532094E-02 0.929552E+00 0.160618E-01 0.333348E+00 0.102623E-01 0.348421E+00 0.233752E-02 0.925030E+00 0.289281E-01
0.0450 3.837 0.342482E+00 0.797729E-02 0.355341E+00 0.465098E-02 0.931723E+00 0.143498E-01 0.341590E+00 0.100699E-01 0.356042E+00 0.228338E-02 0.927468E+00 0.278025E-01
0.0450 4.585 0.351598E+00 0.731077E-02 0.363817E+00 0.399913E-02 0.934107E+00 0.127436E-01 0.350084E+00 0.983942E-02 0.363835E+00 0.222418E-02 0.930038E+00 0.266148E-01
0.0450 5.479 0.360829E+00 0.705392E-02 0.372402E+00 0.323330E-02 0.936418E+00 0.130163E-01 0.358351E+00 0.965300E-02 0.371492E+00 0.218189E-02 0.932265E+00 0.256042E-01
0.0450 6.750 0.373276E+00 0.668187E-02 0.382278E+00 0.337889E-02 0.943594E+00 0.121712E-01 0.367932E+00 0.943273E-02 0.380365E+00 0.213777E-02 0.934765E+00 0.244786E-01
0.0450 8.166 0.382897E+00 0.664672E-02 0.390940E+00 0.359218E-02 0.946402E+00 0.114988E-01 0.376563E+00 0.923163E-02 0.388358E+00 0.210251E-02 0.936935E+00 0.235056E-01
0.0450 9.878 0.392660E+00 0.703604E-02 0.399997E+00 0.414139E-02 0.948494E+00 0.117491E-01 0.385042E+00 0.904412E-02 0.396234E+00 0.207523E-02 0.938927E+00 0.226139E-01
0.045012.171 0.403076E+00 0.748963E-02 0.409417E+00 0.456872E-02 0.951216E+00 0.127520E-01 0.394132E+00 0.885613E-02 0.404734E+00 0.205217E-02 0.940870E+00 0.217276E-01
0.045014.543 0.412248E+00 0.766524E-02 0.417391E+00 0.517359E-02 0.954250E+00 0.120992E-01 0.401815E+00 0.868441E-02 0.411883E+00 0.203482E-02 0.942539E+00 0.209819E-01
0.0550 1.706 0.307688E+00 0.102275E-01 0.317724E+00 0.781704E-02 0.932029E+00 0.188671E-01 0.308984E+00 0.113274E-01 0.322180E+00 0.286659E-02 0.923011E+00 0.342140E-01
0.0550 1.977 0.316718E+00 0.941296E-02 0.325043E+00 0.772292E-02 0.937495E+00 0.179003E-01 0.316435E+00 0.110829E-01 0.328912E+00 0.278089E-02 0.925639E+00 0.327926E-01
0.0550 2.305 0.324285E+00 0.922991E-02 0.333361E+00 0.691849E-02 0.935642E+00 0.172108E-01 0.323414E+00 0.109165E-01 0.335308E+00 0.272614E-02 0.927712E+00 0.316870E-01
0.0550 2.721 0.332148E+00 0.853528E-02 0.340715E+00 0.643103E-02 0.937323E+00 0.154785E-01 0.330720E+00 0.107063E-01 0.341942E+00 0.266259E-02 0.929946E+00 0.304821E-01
0.0550 3.231 0.340032E+00 0.850841E-02 0.348230E+00 0.558077E-02 0.938545E+00 0.154955E-01 0.337953E+00 0.105005E-01 0.348508E+00 0.260563E-02 0.932061E+00 0.293446E-01
0.0550 3.837 0.347632E+00 0.768494E-02 0.355230E+00 0.456077E-02 0.940326E+00 0.144574E-01 0.344871E+00 0.103303E-01 0.354828E+00 0.256399E-02 0.933915E+00 0.283694E-01
0.0550 4.585 0.355218E+00 0.703191E-02 0.362325E+00 0.391623E-02 0.941753E+00 0.130197E-01 0.351902E+00 0.101303E-01 0.361209E+00 0.251834E-02 0.935843E+00 0.273490E-01
0.0550 5.479 0.362895E+00 0.654732E-02 0.369227E+00 0.323752E-02 0.943867E+00 0.131594E-01 0.358672E+00 0.996957E-02 0.367413E+00 0.248692E-02 0.937487E+00 0.264815E-01
0.0550 6.750 0.373028E+00 0.625469E-02 0.377449E+00 0.314605E-02 0.948826E+00 0.123143E-01 0.366444E+00 0.978170E-02 0.374541E+00 0.245399E-02 0.939317E+00 0.255167E-01
0.0550 8.216 0.380687E+00 0.623662E-02 0.384541E+00 0.314090E-02 0.950242E+00 0.121218E-01 0.373613E+00 0.960746E-02 0.381121E+00 0.242703E-02 0.940955E+00 0.246595E-01
0.055010.000 0.388715E+00 0.629826E-02 0.391901E+00 0.361792E-02 0.951882E+00 0.116696E-01 0.380611E+00 0.944309E-02 0.387566E+00 0.240474E-02 0.942461E+00 0.238656E-01
0.055012.322 0.397029E+00 0.659372E-02 0.399510E+00 0.412996E-02 0.953570E+00 0.125123E-01 0.387840E+00 0.928694E-02 0.394266E+00 0.238721E-02 0.943891E+00 0.231060E-01
0.055015.370 0.406209E+00 0.681858E-02 0.407342E+00 0.471841E-02 0.956715E+00 0.118110E-01 0.395357E+00 0.911215E-02 0.401206E+00 0.237017E-02 0.945398E+00 0.223175E-01
0.055018.479 0.412829E+00 0.677718E-02 0.413817E+00 0.517095E-02 0.956989E+00 0.122378E-01 0.401374E+00 0.898012E-02 0.406793E+00 0.235969E-02 0.946500E+00 0.217236E-01
0.0700 1.706 0.320713E+00 0.940006E-02 0.324386E+00 0.835215E-02 0.944307E+00 0.181560E-01 0.321001E+00 0.120630E-01 0.327966E+00 0.329746E-02 0.934837E+00 0.351779E-01
0.0700 1.977 0.327147E+00 0.879450E-02 0.330688E+00 0.763430E-02 0.944363E+00 0.168870E-01 0.327113E+00 0.118504E-01 0.333489E+00 0.323882E-02 0.936334E+00 0.339680E-01
0.0700 2.333 0.334059E+00 0.781599E-02 0.336820E+00 0.647151E-02 0.946187E+00 0.151453E-01 0.333106E+00 0.116863E-01 0.338964E+00 0.320072E-02 0.937520E+00 0.329401E-01
0.0700 2.771 0.340854E+00 0.743643E-02 0.342947E+00 0.606759E-02 0.947600E+00 0.149474E-01 0.338969E+00 0.114912E-01 0.344274E+00 0.315784E-02 0.938727E+00 0.318783E-01
0.0700 3.231 0.346343E+00 0.723676E-02 0.348317E+00 0.539132E-02 0.947521E+00 0.144890E-01 0.343862E+00 0.113330E-01 0.348713E+00 0.312727E-02 0.939664E+00 0.310314E-01
0.0700 3.814 0.352164E+00 0.707058E-02 0.353370E+00 0.449673E-02 0.949173E+00 0.141705E-01 0.348850E+00 0.111873E-01 0.353259E+00 0.310400E-02 0.940539E+00 0.302331E-01
0.0700 4.585 0.358171E+00 0.654692E-02 0.358904E+00 0.404618E-02 0.949964E+00 0.131037E-01 0.354182E+00 0.110078E-01 0.358089E+00 0.307562E-02 0.941519E+00 0.293446E-01
0.0700 5.479 0.363768E+00 0.593389E-02 0.364036E+00 0.386522E-02 0.950743E+00 0.129326E-01 0.359073E+00 0.108653E-01 0.362561E+00 0.305818E-02 0.942291E+00 0.286079E-01
0.0700 6.750 0.370146E+00 0.590542E-02 0.370009E+00 0.342058E-02 0.951305E+00 0.126230E-01 0.364609E+00 0.107007E-01 0.367625E+00 0.304001E-02 0.943149E+00 0.277900E-01
0.0700 8.267 0.375058E+00 0.595862E-02 0.375476E+00 0.337680E-02 0.949467E+00 0.132594E-01 0.369813E+00 0.105439E-01 0.372394E+00 0.302379E-02 0.943939E+00 0.270380E-01
0.070010.000 0.380609E+00 0.542871E-02 0.380486E+00 0.334973E-02 0.950484E+00 0.110006E-01 0.374547E+00 0.104050E-01 0.376744E+00 0.301130E-02 0.944637E+00 0.263804E-01
0.070012.322 0.386393E+00 0.536224E-02 0.386018E+00 0.379775E-02 0.950765E+00 0.114581E-01 0.379556E+00 0.102669E-01 0.381375E+00 0.300026E-02 0.945313E+00 0.257228E-01
0.070015.655 0.393082E+00 0.557932E-02 0.391697E+00 0.420125E-02 0.952850E+00 0.107760E-01 0.385141E+00 0.101040E-01 0.386526E+00 0.298829E-02 0.946092E+00 0.249881E-01
0.070019.649 0.398912E+00 0.551326E-02 0.396988E+00 0.446647E-02 0.953790E+00 0.111248E-01 0.390176E+00 0.996112E-02 0.391186E+00 0.297919E-02 0.946738E+00 0.243512E-01
0.070023.768 0.403464E+00 0.594946E-02 0.401271E+00 0.468386E-02 0.954137E+00 0.120623E-01 0.394141E+00 0.985035E-02 0.394869E+00 0.297252E-02 0.947202E+00 0.238634E-01
0.0900 1.722 0.329285E+00 0.845481E-02 0.329540E+00 0.778986E-02 0.945473E+00 0.181210E-01 0.332551E+00 0.129760E-01 0.333942E+00 0.387647E-02 0.942264E+00 0.363632E-01
0.0900 1.935 0.332835E+00 0.787188E-02 0.333467E+00 0.679137E-02 0.943681E+00 0.158346E-01 0.336035E+00 0.128080E-01 0.337137E+00 0.384793E-02 0.942382E+00 0.355194E-01
0.0900 2.350 0.338666E+00 0.723445E-02 0.338539E+00 0.587849E-02 0.944701E+00 0.136575E-01 0.340917E+00 0.125864E-01 0.341640E+00 0.381742E-02 0.942347E+00 0.343975E-01
0.0900 2.760 0.342178E+00 0.688830E-02 0.342701E+00 0.519660E-02 0.942011E+00 0.136050E-01 0.344546E+00 0.123957E-01 0.344967E+00 0.379151E-02 0.942299E+00 0.335145E-01
0.0900 3.242 0.346106E+00 0.671115E-02 0.346479E+00 0.466963E-02 0.941584E+00 0.135871E-01 0.347835E+00 0.122205E-01 0.347984E+00 0.377046E-02 0.942198E+00 0.327231E-01
0.0900 3.851 0.350288E+00 0.656485E-02 0.349964E+00 0.437430E-02 0.942632E+00 0.128408E-01 0.351055E+00 0.120549E-01 0.350946E+00 0.375396E-02 0.942054E+00 0.319780E-01
0.0900 4.573 0.354006E+00 0.601879E-02 0.353351E+00 0.436238E-02 0.942719E+00 0.126615E-01 0.354066E+00 0.118794E-01 0.353699E+00 0.373511E-02 0.941952E+00 0.312409E-01
0.0900 5.492 0.357525E+00 0.574595E-02 0.356941E+00 0.418199E-02 0.941739E+00 0.119729E-01 0.357044E+00 0.117203E-01 0.356443E+00 0.372135E-02 0.941788E+00 0.305607E-01
0.0900 6.670 0.360947E+00 0.555204E-02 0.360309E+00 0.387473E-02 0.941109E+00 0.117482E-01 0.360034E+00 0.115556E-01 0.359197E+00 0.370722E-02 0.941635E+00 0.298772E-01
0.0900 8.281 0.364056E+00 0.567158E-02 0.364017E+00 0.359144E-02 0.938782E+00 0.117163E-01 0.363201E+00 0.113785E-01 0.362119E+00 0.369216E-02 0.941487E+00 0.291593E-01
0.0900 9.945 0.367133E+00 0.574404E-02 0.366832E+00 0.372703E-02 0.938870E+00 0.104449E-01 0.365758E+00 0.112362E-01 0.364485E+00 0.367978E-02 0.941376E+00 0.285897E-01
0.090012.415 0.370875E+00 0.559274E-02 0.370340E+00 0.387255E-02 0.938811E+00 0.110061E-01 0.368719E+00 0.110789E-01 0.367237E+00 0.366717E-02 0.941240E+00 0.279589E-01
0.090015.761 0.374413E+00 0.555246E-02 0.373520E+00 0.387985E-02 0.939071E+00 0.965266E-02 0.371766E+00 0.109086E-01 0.370065E+00 0.365244E-02 0.941139E+00 0.272986E-01
0.090020.119 0.377572E+00 0.574765E-02 0.377005E+00 0.396444E-02 0.937661E+00 0.102033E-01 0.374679E+00 0.107479E-01 0.372773E+00 0.363943E-02 0.941039E+00 0.266815E-01
0.090025.399 0.380625E+00 0.591959E-02 0.379968E+00 0.419917E-02 0.937378E+00 0.108636E-01 0.377213E+00 0.106049E-01 0.375138E+00 0.362623E-02 0.940934E+00 0.261424E-01
0.1250 2.292 0.334245E+00 0.720824E-02 0.335570E+00 0.479587E-02 0.924095E+00 0.132558E-01 0.342279E+00 0.129317E-01 0.339465E+00 0.460153E-02 0.935447E+00 0.344073E-01
0.1250 2.765 0.335566E+00 0.715785E-02 0.337645E+00 0.453647E-02 0.920277E+00 0.129458E-01 0.343505E+00 0.126560E-01 0.340696E+00 0.456346E-02 0.933612E+00 0.334637E-01
0.1250 3.264 0.337198E+00 0.674272E-02 0.339230E+00 0.408323E-02 0.918992E+00 0.121725E-01 0.344300E+00 0.124323E-01 0.341501E+00 0.453270E-02 0.932106E+00 0.327218E-01
0.1250 3.854 0.337748E+00 0.641085E-02 0.340439E+00 0.419231E-02 0.915875E+00 0.122800E-01 0.344890E+00 0.122284E-01 0.342104E+00 0.450498E-02 0.930690E+00 0.320603E-01
0.1250 4.550 0.338543E+00 0.587611E-02 0.341371E+00 0.433672E-02 0.914275E+00 0.135287E-01 0.345331E+00 0.120239E-01 0.342556E+00 0.447584E-02 0.929384E+00 0.314179E-01
0.1250 5.434 0.339557E+00 0.597536E-02 0.341414E+00 0.376004E-02 0.915659E+00 0.140404E-01 0.345677E+00 0.118316E-01 0.342917E+00 0.444880E-02 0.928077E+00 0.308185E-01
0.1250 6.627 0.340468E+00 0.586019E-02 0.342071E+00 0.329658E-02 0.915075E+00 0.130906E-01 0.345951E+00 0.116250E-01 0.343206E+00 0.441886E-02 0.926739E+00 0.301874E-01
0.1250 8.180 0.341484E+00 0.586727E-02 0.342584E+00 0.325228E-02 0.915194E+00 0.118268E-01 0.346157E+00 0.114171E-01 0.343426E+00 0.438786E-02 0.925442E+00 0.295612E-01
0.1250 9.928 0.342388E+00 0.576566E-02 0.343358E+00 0.348197E-02 0.914514E+00 0.106106E-01 0.346305E+00 0.112378E-01 0.343585E+00 0.435998E-02 0.924363E+00 0.290250E-01
0.125012.254 0.343018E+00 0.549174E-02 0.344085E+00 0.361178E-02 0.913237E+00 0.105901E-01 0.346414E+00 0.110585E-01 0.343708E+00 0.433160E-02 0.923289E+00 0.284922E-01
0.125015.720 0.343569E+00 0.498930E-02 0.344788E+00 0.339054E-02 0.911732E+00 0.895053E-02 0.346497E+00 0.108510E-01 0.343803E+00 0.429772E-02 0.922135E+00 0.278819E-01
0.125020.056 0.342683E+00 0.538641E-02 0.345402E+00 0.333582E-02 0.906784E+00 0.101602E-01 0.346503E+00 0.106635E-01 0.343823E+00 0.426639E-02 0.921106E+00 0.273352E-01
0.125026.154 0.343275E+00 0.535700E-02 0.345681E+00 0.319610E-02 0.906681E+00 0.102739E-01 0.346396E+00 0.104755E-01 0.343729E+00 0.423329E-02 0.920123E+00 0.267965E-01
0.125034.297 0.342997E+00 0.473416E-02 0.345039E+00 0.293711E-02 0.906757E+00 0.901824E-02 0.346149E+00 0.102944E-01 0.343496E+00 0.420089E-02 0.919200E+00 0.262873E-01
0.125042.086 0.342641E+00 0.505460E-02 0.345095E+00 0.295573E-02 0.905038E+00 0.102595E-01 0.345873E+00 0.101652E-01 0.343232E+00 0.417733E-02 0.918532E+00 0.259297E-01
0.1750 3.260 0.317315E+00 0.554905E-02 0.322167E+00 0.440401E-02 0.882238E+00 0.157504E-01 0.324330E+00 0.110165E-01 0.322802E+00 0.484100E-02 0.899970E+00 0.290049E-01
0.1750 3.808 0.316482E+00 0.561552E-02 0.321237E+00 0.402032E-02 0.880796E+00 0.122995E-01 0.322655E+00 0.108173E-01 0.321270E+00 0.479797E-02 0.897882E+00 0.285088E-01
0.1750 4.702 0.315135E+00 0.632223E-02 0.319585E+00 0.338124E-02 0.879490E+00 0.138215E-01 0.320291E+00 0.105574E-01 0.319083E+00 0.474019E-02 0.895286E+00 0.278760E-01
0.1750 5.523 0.314135E+00 0.599899E-02 0.318326E+00 0.361780E-02 0.878703E+00 0.125118E-01 0.318472E+00 0.103774E-01 0.317387E+00 0.469906E-02 0.893471E+00 0.274492E-01
0.1750 6.744 0.312810E+00 0.518707E-02 0.316617E+00 0.384438E-02 0.878046E+00 0.103687E-01 0.316222E+00 0.101674E-01 0.315274E+00 0.465016E-02 0.891403E+00 0.269594E-01
0.1750 8.235 0.310738E+00 0.493834E-02 0.314841E+00 0.407023E-02 0.875629E+00 0.135646E-01 0.314004E+00 0.996895E-02 0.313179E+00 0.460273E-02 0.889528E+00 0.265019E-01
0.175010.055 0.307314E+00 0.500436E-02 0.312051E+00 0.469200E-02 0.872346E+00 0.139216E-01 0.311842E+00 0.978241E-02 0.311127E+00 0.455658E-02 0.887828E+00 0.260756E-01
0.175012.347 0.305740E+00 0.459243E-02 0.309331E+00 0.379605E-02 0.874212E+00 0.135670E-01 0.309670E+00 0.960512E-02 0.309058E+00 0.451159E-02 0.886232E+00 0.256770E-01
0.175015.937 0.302629E+00 0.492427E-02 0.307447E+00 0.362856E-02 0.869163E+00 0.112611E-01 0.307051E+00 0.939381E-02 0.306552E+00 0.445732E-02 0.884440E+00 0.252015E-01
0.175020.231 0.301031E+00 0.511135E-02 0.304741E+00 0.357545E-02 0.871030E+00 0.996396E-02 0.304685E+00 0.921082E-02 0.304279E+00 0.440910E-02 0.882943E+00 0.247942E-01
0.175026.258 0.298917E+00 0.476077E-02 0.302906E+00 0.289839E-02 0.868963E+00 0.107162E-01 0.302177E+00 0.902655E-02 0.301861E+00 0.435881E-02 0.881480E+00 0.243913E-01
0.175035.236 0.296673E+00 0.450522E-02 0.300471E+00 0.346023E-02 0.868222E+00 0.114609E-01 0.299376E+00 0.883127E-02 0.299151E+00 0.430418E-02 0.879998E+00 0.239721E-01
0.175045.229 0.294243E+00 0.410943E-02 0.298429E+00 0.344080E-02 0.866048E+00 0.113705E-01 0.297002E+00 0.867523E-02 0.296849E+00 0.425996E-02 0.878821E+00 0.236431E-01
0.2500 5.878 0.265847E+00 0.448013E-02 0.273448E+00 0.456584E-02 0.821848E+00 0.122819E-01 0.267505E+00 0.830832E-02 0.270359E+00 0.454673E-02 0.836424E+00 0.232394E-01
0.2500 6.825 0.261839E+00 0.438909E-02 0.270408E+00 0.422747E-02 0.817425E+00 0.119478E-01 0.264204E+00 0.816405E-02 0.267122E+00 0.449426E-02 0.834957E+00 0.230289E-01
