      x         Q^2   F2(Li)/F2(D) stat    syst
 ----------------------------------------------
    0.0450     1.706     1.010     0.040   0.0
    0.0450     1.964     0.944     0.033   0.0
    0.0450     2.304     0.966     0.032   0.0
    0.0450     2.754     1.054     0.034   0.0
    0.0450     3.230     0.984     0.037   0.0
    0.0450     3.813     0.982     0.036   0.0
    0.0450     4.584     1.024     0.042   0.0
    0.0450     5.478     0.968     0.039   0.0
    0.0450     6.750     1.046     0.038   0.0
    0.0450     8.266     0.998     0.039   0.0
    0.0450     9.877     0.982     0.040   0.0
    0.0450    12.096     1.050     0.059   0.0
    0.0550     1.116     0.838     0.044   0.0
    0.0550     1.310     0.942     0.097   0.0
    0.0550     1.527     1.042     0.068   0.0
    0.0550     1.716     0.992     0.047   0.0
    0.0550     1.964     0.988     0.039   0.0
    0.0550     2.290     0.990     0.035   0.0
    0.0550     2.754     1.002     0.037   0.0
    0.0550     3.270     0.980     0.040   0.0
    0.0550     3.813     0.956     0.037   0.0
    0.0550     4.584     0.898     0.038   0.0
    0.0550     5.478     0.928     0.040   0.0
    0.0550     6.750     1.062     0.041   0.0
    0.0550     8.266     1.106     0.048   0.0
    0.0550     9.938     0.990     0.043   0.0
    0.0550    12.320     1.018     0.049   0.0
    0.0550    15.080     0.918     0.074   0.0
    0.0700     1.326     1.003     0.119   0.0
    0.0700     1.508     1.095     0.103   0.0
    0.0700     1.716     0.978     0.087   0.0
    0.0700     1.976     1.047     0.043   0.0
    0.0700     2.304     1.015     0.031   0.0
    0.0700     2.737     1.037     0.029   0.0
    0.0700     3.270     0.986     0.034   0.0
    0.0700     3.837     0.974     0.032   0.0
    0.0700     4.556     1.015     0.035   0.0
    0.0700     5.478     0.970     0.034   0.0
    0.0700     6.709     1.007     0.031   0.0
    0.0700     8.266     0.990     0.034   0.0
    0.0700     9.877     0.980     0.036   0.0
    0.0700    12.320     1.005     0.036   0.0
    0.0700    15.650     1.047     0.049   0.0
    0.0700    19.520     0.984     0.081   0.0
    0.0900     1.703     0.912     0.110   0.0
    0.0900     1.935     0.848     0.050   0.0
    0.0900     2.363     1.018     0.073   0.0
    0.0900     2.760     1.076     0.040   0.0
    0.0900     3.242     0.938     0.035   0.0
    0.0900     3.808     1.018     0.037   0.0
    0.0900     4.573     1.012     0.040   0.0
    0.0900     5.461     1.016     0.041   0.0
    0.0900     6.743     0.976     0.033   0.0
    0.0900     8.234     0.962     0.040   0.0
    0.0900     9.944     0.976     0.039   0.0
    0.0900    12.340     1.046     0.041   0.0
    0.0900    15.580     1.010     0.049   0.0
    0.0900    20.110     0.988     0.066   0.0
    0.0900    24.700     1.080     0.126   0.0
    0.1250     2.310     1.179     0.148   0.0
    0.1250     2.760     0.904     0.081   0.0
    0.1250     3.250     1.067     0.047   0.0
    0.1250     3.830     1.005     0.031   0.0
    0.1250     4.550     1.021     0.030   0.0
    0.1250     5.460     0.988     0.032   0.0
    0.1250     6.670     1.009     0.030   0.0
    0.1250     8.190     0.986     0.032   0.0
    0.1250     9.880     1.031     0.033   0.0
    0.1250    12.200     0.986     0.030   0.0
    0.1250    15.600     1.021     0.036   0.0
    0.1250    19.900     0.964     0.043   0.0
    0.1250    25.900     0.952     0.052   0.0
    0.1250    33.900     1.037     0.116   0.0
    0.1750     3.260     1.002     0.199   0.0
    0.1750     3.808     0.976     0.339   0.0
    0.1750     4.702     0.982     0.066   0.0
    0.1750     5.461     0.984     0.046   0.0
    0.1750     6.743     1.082     0.043   0.0
    0.1750     8.144     0.988     0.038   0.0
    0.1750     9.944     1.016     0.038   0.0
    0.1750    12.340     1.006     0.036   0.0
    0.1750    15.760     0.990     0.039   0.0
    0.1750    20.110     0.984     0.050   0.0
    0.1750    26.400     0.930     0.054   0.0
    0.1750    34.840     0.994     0.083   0.0
    0.1750    45.980     0.930     0.131   0.0
    0.2500     4.564     1.302     0.319   0.0
    0.2500     6.812     1.075     0.077   0.0
    0.2500     8.185     1.023     0.067   0.0
    0.2500    10.050     1.001     0.040   0.0
    0.2500    12.350     1.035     0.034   0.0
    0.2500    15.770     0.894     0.032   0.0
    0.2500    20.260     0.974     0.042   0.0
    0.2500    26.460     1.063     0.052   0.0
    0.2500    35.340     0.886     0.060   0.0
    0.2500    46.150     1.073     0.118   0.0
    0.2500    61.290     0.938     0.139   0.0
    0.3500    12.890     0.919     0.067   0.0
    0.3500    15.830     0.935     0.047   0.0
    0.3500    20.190     1.036     0.061   0.0
    0.3500    26.190     1.105     0.072   0.0
    0.3500    34.930     0.997     0.090   0.0
    0.3500    46.330     0.973     0.117   0.0
    0.3500    61.100     1.096     0.209   0.0
    0.4500    16.640     0.960     0.122   0.0
    0.4500    20.080     0.900     0.077   0.0
    0.4500    26.050     0.874     0.073   0.0
    0.4500    35.120     0.960     0.121   0.0
    0.4500    46.070     0.914     0.114   0.0
    0.4500    61.100     1.078     0.278   0.0
    0.5500    21.260     1.061     0.195   0.0
    0.5500    26.210     0.879     0.079   0.0
    0.5500    34.980     1.020     0.187   0.0
    0.5500    46.930     1.084     0.259   0.0
    0.6500    27.408     0.862     0.040   0.0
