   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.0350 2.737 0.316548E+00 0.841593E-02 0.336538E+00 0.482680E-02 0.328113E+00 0.571964E-02 0.316250E+00 0.106738E-01 0.340227E+00 0.223600E-02 0.324249E+00 0.110560E-01
0.0350 3.231 0.326867E+00 0.826676E-02 0.345942E+00 0.457297E-02 0.337858E+00 0.554092E-02 0.325975E+00 0.104335E-01 0.349221E+00 0.216747E-02 0.333772E+00 0.107941E-01
0.0350 3.837 0.337717E+00 0.787127E-02 0.356084E+00 0.467612E-02 0.347677E+00 0.532096E-02 0.335900E+00 0.102221E-01 0.358460E+00 0.211381E-02 0.343514E+00 0.105658E-01
0.0350 4.613 0.349307E+00 0.738084E-02 0.366511E+00 0.416580E-02 0.358554E+00 0.492205E-02 0.346625E+00 0.995727E-02 0.368361E+00 0.205582E-02 0.354014E+00 0.102832E-01
0.0350 5.479 0.360167E+00 0.718339E-02 0.376696E+00 0.394353E-02 0.368272E+00 0.483276E-02 0.356465E+00 0.975477E-02 0.377533E+00 0.201924E-02 0.363678E+00 0.100695E-01
0.0350 6.709 0.373406E+00 0.714060E-02 0.388398E+00 0.408950E-02 0.380425E+00 0.487514E-02 0.368017E+00 0.951379E-02 0.388301E+00 0.198450E-02 0.375028E+00 0.981783E-02
0.0350 8.216 0.386266E+00 0.726716E-02 0.400616E+00 0.446546E-02 0.391650E+00 0.469843E-02 0.379533E+00 0.927387E-02 0.399038E+00 0.195968E-02 0.386345E+00 0.957007E-02
0.0350 9.817 0.397900E+00 0.734079E-02 0.411266E+00 0.450920E-02 0.401851E+00 0.488590E-02 0.389533E+00 0.907590E-02 0.408381E+00 0.194737E-02 0.396179E+00 0.936814E-02
0.035011.588 0.408143E+00 0.753929E-02 0.420592E+00 0.486386E-02 0.411248E+00 0.491832E-02 0.398669E+00 0.891217E-02 0.416974E+00 0.194419E-02 0.405187E+00 0.920307E-02
0.0450 1.717 0.297543E+00 0.966808E-02 0.312824E+00 0.666010E-02 0.308557E+00 0.598026E-02 0.300532E+00 0.111478E-01 0.318184E+00 0.264581E-02 0.306407E+00 0.115156E-01
0.0450 1.989 0.307466E+00 0.885802E-02 0.320777E+00 0.687157E-02 0.317896E+00 0.569442E-02 0.308788E+00 0.108844E-01 0.325747E+00 0.254607E-02 0.314392E+00 0.112332E-01
0.0450 2.305 0.315632E+00 0.929487E-02 0.329789E+00 0.634112E-02 0.323986E+00 0.618176E-02 0.316394E+00 0.107221E-01 0.332829E+00 0.248565E-02 0.321801E+00 0.110597E-01
0.0450 2.721 0.324385E+00 0.892696E-02 0.338405E+00 0.593134E-02 0.331685E+00 0.588798E-02 0.324848E+00 0.104922E-01 0.340608E+00 0.240853E-02 0.330010E+00 0.108177E-01
0.0450 3.231 0.333526E+00 0.889798E-02 0.346912E+00 0.532094E-02 0.339921E+00 0.587353E-02 0.333348E+00 0.102623E-01 0.348421E+00 0.233752E-02 0.338267E+00 0.105785E-01
0.0450 3.837 0.342482E+00 0.797729E-02 0.355341E+00 0.465098E-02 0.347886E+00 0.535790E-02 0.341590E+00 0.100699E-01 0.356042E+00 0.228338E-02 0.346297E+00 0.103809E-01
0.0450 4.585 0.351598E+00 0.731077E-02 0.363817E+00 0.399913E-02 0.356108E+00 0.485821E-02 0.350084E+00 0.983942E-02 0.363835E+00 0.222418E-02 0.354557E+00 0.101463E-01
0.0450 5.479 0.360829E+00 0.705392E-02 0.372402E+00 0.323330E-02 0.364245E+00 0.506305E-02 0.358351E+00 0.965300E-02 0.371492E+00 0.218189E-02 0.362629E+00 0.995944E-02
0.0450 6.750 0.373276E+00 0.668187E-02 0.382278E+00 0.337889E-02 0.375504E+00 0.484354E-02 0.367932E+00 0.943273E-02 0.380365E+00 0.213777E-02 0.371990E+00 0.974126E-02
0.0450 8.166 0.382897E+00 0.664672E-02 0.390940E+00 0.359218E-02 0.384273E+00 0.466894E-02 0.376563E+00 0.923163E-02 0.388358E+00 0.210251E-02 0.380429E+00 0.954410E-02
0.0450 9.878 0.392660E+00 0.703604E-02 0.399997E+00 0.414139E-02 0.392692E+00 0.486430E-02 0.385042E+00 0.904412E-02 0.396234E+00 0.207523E-02 0.388731E+00 0.936253E-02
0.045012.171 0.403076E+00 0.748963E-02 0.409417E+00 0.456872E-02 0.402034E+00 0.538968E-02 0.394132E+00 0.885613E-02 0.404734E+00 0.205217E-02 0.397661E+00 0.918322E-02
0.045014.543 0.412248E+00 0.766524E-02 0.417391E+00 0.517359E-02 0.410235E+00 0.520150E-02 0.401815E+00 0.868441E-02 0.411883E+00 0.203482E-02 0.405200E+00 0.902019E-02
0.0550 1.706 0.307688E+00 0.102275E-01 0.317724E+00 0.781704E-02 0.316028E+00 0.639736E-02 0.308984E+00 0.113274E-01 0.322180E+00 0.286659E-02 0.312970E+00 0.116011E-01
0.0550 1.977 0.316718E+00 0.941296E-02 0.325043E+00 0.772292E-02 0.324205E+00 0.619027E-02 0.316435E+00 0.110829E-01 0.328912E+00 0.278089E-02 0.320105E+00 0.113403E-01
0.0550 2.305 0.324285E+00 0.922991E-02 0.333361E+00 0.691849E-02 0.329627E+00 0.606336E-02 0.323414E+00 0.109165E-01 0.335308E+00 0.272614E-02 0.326833E+00 0.111633E-01
0.0550 2.721 0.332148E+00 0.853528E-02 0.340715E+00 0.643103E-02 0.336514E+00 0.555701E-02 0.330720E+00 0.107063E-01 0.341942E+00 0.266259E-02 0.333865E+00 0.109436E-01
0.0550 3.231 0.340032E+00 0.850841E-02 0.348230E+00 0.558077E-02 0.343207E+00 0.566639E-02 0.337953E+00 0.105005E-01 0.348508E+00 0.260563E-02 0.340836E+00 0.107307E-01
0.0550 3.837 0.347632E+00 0.768494E-02 0.355230E+00 0.456077E-02 0.349916E+00 0.537991E-02 0.344871E+00 0.103303E-01 0.354828E+00 0.256399E-02 0.347530E+00 0.105569E-01
0.0550 4.585 0.355218E+00 0.703191E-02 0.362325E+00 0.391623E-02 0.356564E+00 0.492948E-02 0.351902E+00 0.101303E-01 0.361209E+00 0.251834E-02 0.354326E+00 0.103548E-01
0.0550 5.479 0.362895E+00 0.654732E-02 0.369227E+00 0.323752E-02 0.363358E+00 0.506594E-02 0.358672E+00 0.996957E-02 0.367413E+00 0.248692E-02 0.360902E+00 0.101945E-01
0.0550 6.750 0.373028E+00 0.625469E-02 0.377449E+00 0.314605E-02 0.372193E+00 0.483050E-02 0.366444E+00 0.978170E-02 0.374541E+00 0.245399E-02 0.368462E+00 0.100093E-01
0.0550 8.216 0.380687E+00 0.623662E-02 0.384541E+00 0.314090E-02 0.379152E+00 0.483668E-02 0.373613E+00 0.960746E-02 0.381121E+00 0.242703E-02 0.375446E+00 0.983925E-02
0.055010.000 0.388715E+00 0.629826E-02 0.391901E+00 0.361792E-02 0.386099E+00 0.473339E-02 0.380611E+00 0.944309E-02 0.387566E+00 0.240474E-02 0.382278E+00 0.968028E-02
0.055012.322 0.397029E+00 0.659372E-02 0.399510E+00 0.412996E-02 0.393352E+00 0.516136E-02 0.387840E+00 0.928694E-02 0.394266E+00 0.238721E-02 0.389359E+00 0.953133E-02
0.055015.370 0.406209E+00 0.681858E-02 0.407342E+00 0.471841E-02 0.401468E+00 0.495627E-02 0.395357E+00 0.911215E-02 0.401206E+00 0.237017E-02 0.396719E+00 0.936510E-02
0.055018.479 0.412829E+00 0.677718E-02 0.413817E+00 0.517095E-02 0.407090E+00 0.520578E-02 0.401374E+00 0.898012E-02 0.406793E+00 0.235969E-02 0.402629E+00 0.924095E-02
0.0700 1.706 0.320713E+00 0.940006E-02 0.324386E+00 0.835215E-02 0.325325E+00 0.625494E-02 0.321001E+00 0.120630E-01 0.327966E+00 0.329746E-02 0.322062E+00 0.121192E-01
0.0700 1.977 0.327147E+00 0.879450E-02 0.330688E+00 0.763430E-02 0.330677E+00 0.591315E-02 0.327113E+00 0.118504E-01 0.333489E+00 0.323882E-02 0.327866E+00 0.118942E-01
0.0700 2.333 0.334059E+00 0.781599E-02 0.336820E+00 0.647151E-02 0.336679E+00 0.538910E-02 0.333106E+00 0.116863E-01 0.338964E+00 0.320072E-02 0.333595E+00 0.117210E-01
0.0700 2.771 0.340854E+00 0.743643E-02 0.342947E+00 0.606759E-02 0.342405E+00 0.540110E-02 0.338969E+00 0.114912E-01 0.344274E+00 0.315784E-02 0.339199E+00 0.115189E-01
0.0700 3.231 0.346343E+00 0.723676E-02 0.348317E+00 0.539132E-02 0.346768E+00 0.530259E-02 0.343862E+00 0.113330E-01 0.348713E+00 0.312727E-02 0.343893E+00 0.113567E-01
0.0700 3.814 0.352164E+00 0.707058E-02 0.353370E+00 0.449673E-02 0.351900E+00 0.525362E-02 0.348850E+00 0.111873E-01 0.353259E+00 0.310400E-02 0.348699E+00 0.112088E-01
0.0700 4.585 0.358171E+00 0.654692E-02 0.358904E+00 0.404618E-02 0.357015E+00 0.492464E-02 0.354182E+00 0.110078E-01 0.358089E+00 0.307562E-02 0.353841E+00 0.110283E-01
0.0700 5.479 0.363768E+00 0.593389E-02 0.364036E+00 0.386522E-02 0.361803E+00 0.492146E-02 0.359073E+00 0.108653E-01 0.362561E+00 0.305818E-02 0.358586E+00 0.108867E-01
0.0700 6.750 0.370146E+00 0.590542E-02 0.370009E+00 0.342058E-02 0.367119E+00 0.487135E-02 0.364609E+00 0.107007E-01 0.367625E+00 0.304001E-02 0.363972E+00 0.107245E-01
0.0700 8.267 0.375058E+00 0.595862E-02 0.375476E+00 0.337680E-02 0.371210E+00 0.518400E-02 0.369813E+00 0.105439E-01 0.372394E+00 0.302379E-02 0.369049E+00 0.105710E-01
0.070010.000 0.380609E+00 0.542871E-02 0.380486E+00 0.334973E-02 0.375995E+00 0.435163E-02 0.374547E+00 0.104050E-01 0.376744E+00 0.301130E-02 0.373682E+00 0.104356E-01
0.070012.322 0.386393E+00 0.536224E-02 0.386018E+00 0.379775E-02 0.380785E+00 0.458901E-02 0.379556E+00 0.102669E-01 0.381375E+00 0.300026E-02 0.378602E+00 0.103021E-01
0.070015.655 0.393082E+00 0.557932E-02 0.391697E+00 0.420125E-02 0.386837E+00 0.437481E-02 0.385141E+00 0.101040E-01 0.386526E+00 0.298829E-02 0.384093E+00 0.101446E-01
0.070019.649 0.398912E+00 0.551326E-02 0.396988E+00 0.446647E-02 0.391957E+00 0.457168E-02 0.390176E+00 0.996112E-02 0.391186E+00 0.297919E-02 0.389058E+00 0.100070E-01
0.070023.768 0.403464E+00 0.594946E-02 0.401271E+00 0.468386E-02 0.395862E+00 0.500454E-02 0.394141E+00 0.985035E-02 0.394869E+00 0.297252E-02 0.392984E+00 0.990070E-02
0.0900 1.722 0.329285E+00 0.845481E-02 0.329540E+00 0.778986E-02 0.331468E+00 0.635292E-02 0.332551E+00 0.129760E-01 0.333942E+00 0.387647E-02 0.330342E+00 0.127484E-01
0.0900 1.935 0.332835E+00 0.787188E-02 0.333467E+00 0.679137E-02 0.334111E+00 0.560625E-02 0.336035E+00 0.128080E-01 0.337137E+00 0.384793E-02 0.333651E+00 0.125757E-01
0.0900 2.350 0.338666E+00 0.723445E-02 0.338539E+00 0.587849E-02 0.339163E+00 0.490326E-02 0.340917E+00 0.125864E-01 0.341640E+00 0.381742E-02 0.338318E+00 0.123492E-01
0.0900 2.760 0.342178E+00 0.688830E-02 0.342701E+00 0.519660E-02 0.341695E+00 0.493493E-02 0.344546E+00 0.123957E-01 0.344967E+00 0.379151E-02 0.341799E+00 0.121567E-01
0.0900 3.242 0.346106E+00 0.671115E-02 0.346479E+00 0.466963E-02 0.344749E+00 0.497473E-02 0.347835E+00 0.122205E-01 0.347984E+00 0.377046E-02 0.344973E+00 0.119811E-01
0.0900 3.851 0.350288E+00 0.656485E-02 0.349964E+00 0.437430E-02 0.348316E+00 0.474486E-02 0.351055E+00 0.120549E-01 0.350946E+00 0.375396E-02 0.348103E+00 0.118163E-01
0.0900 4.573 0.354006E+00 0.601879E-02 0.353351E+00 0.436238E-02 0.351328E+00 0.471861E-02 0.354066E+00 0.118794E-01 0.353699E+00 0.373511E-02 0.351042E+00 0.116427E-01
0.0900 5.492 0.357525E+00 0.574595E-02 0.356941E+00 0.418199E-02 0.353953E+00 0.450004E-02 0.357044E+00 0.117203E-01 0.356443E+00 0.372135E-02 0.353972E+00 0.114863E-01
0.0900 6.670 0.360947E+00 0.555204E-02 0.360309E+00 0.387473E-02 0.356729E+00 0.445317E-02 0.360034E+00 0.115556E-01 0.359197E+00 0.370722E-02 0.356928E+00 0.113250E-01
0.0900 8.281 0.364056E+00 0.567158E-02 0.364017E+00 0.359144E-02 0.359043E+00 0.448099E-02 0.363201E+00 0.113785E-01 0.362119E+00 0.369216E-02 0.360078E+00 0.111522E-01
0.0900 9.945 0.367133E+00 0.574404E-02 0.366832E+00 0.372703E-02 0.361667E+00 0.402352E-02 0.365758E+00 0.112362E-01 0.364485E+00 0.367978E-02 0.362632E+00 0.110132E-01
0.090012.415 0.370875E+00 0.559274E-02 0.370340E+00 0.387255E-02 0.364661E+00 0.427510E-02 0.368719E+00 0.110789E-01 0.367237E+00 0.366717E-02 0.365604E+00 0.108600E-01
0.090015.761 0.374413E+00 0.555246E-02 0.373520E+00 0.387985E-02 0.367864E+00 0.378125E-02 0.371766E+00 0.109086E-01 0.370065E+00 0.365244E-02 0.368674E+00 0.106937E-01
0.090020.119 0.377572E+00 0.574765E-02 0.377005E+00 0.396444E-02 0.370287E+00 0.402933E-02 0.374679E+00 0.107479E-01 0.372773E+00 0.363943E-02 0.371621E+00 0.105367E-01
0.090025.399 0.380625E+00 0.591959E-02 0.379968E+00 0.419917E-02 0.372787E+00 0.432034E-02 0.377213E+00 0.106049E-01 0.375138E+00 0.362623E-02 0.374201E+00 0.103966E-01
0.1250 2.292 0.334245E+00 0.720824E-02 0.335570E+00 0.479587E-02 0.332536E+00 0.477011E-02 0.342279E+00 0.129317E-01 0.339465E+00 0.460153E-02 0.336621E+00 0.123815E-01
0.1250 2.765 0.335566E+00 0.715785E-02 0.337645E+00 0.453647E-02 0.333116E+00 0.468606E-02 0.343505E+00 0.126560E-01 0.340696E+00 0.456346E-02 0.337943E+00 0.121130E-01
0.1250 3.264 0.337198E+00 0.674272E-02 0.339230E+00 0.408323E-02 0.334073E+00 0.442497E-02 0.344300E+00 0.124323E-01 0.341501E+00 0.453270E-02 0.338840E+00 0.118951E-01
0.1250 3.854 0.337748E+00 0.641085E-02 0.340439E+00 0.419231E-02 0.334138E+00 0.448010E-02 0.344890E+00 0.122284E-01 0.342104E+00 0.450498E-02 0.339543E+00 0.116965E-01
0.1250 4.550 0.338543E+00 0.587611E-02 0.341371E+00 0.433672E-02 0.334581E+00 0.495085E-02 0.345331E+00 0.120239E-01 0.342556E+00 0.447584E-02 0.340110E+00 0.114974E-01
0.1250 5.434 0.339557E+00 0.597536E-02 0.341414E+00 0.376004E-02 0.336036E+00 0.515265E-02 0.345677E+00 0.118316E-01 0.342917E+00 0.444880E-02 0.340594E+00 0.113100E-01
0.1250 6.627 0.340468E+00 0.586019E-02 0.342071E+00 0.329658E-02 0.336737E+00 0.481718E-02 0.345951E+00 0.116250E-01 0.343206E+00 0.441886E-02 0.341029E+00 0.111086E-01
0.1250 8.180 0.341484E+00 0.586727E-02 0.342584E+00 0.325228E-02 0.337632E+00 0.436312E-02 0.346157E+00 0.114171E-01 0.343426E+00 0.438786E-02 0.341413E+00 0.109057E-01
0.1250 9.928 0.342388E+00 0.576566E-02 0.343358E+00 0.348197E-02 0.338081E+00 0.392256E-02 0.346305E+00 0.112378E-01 0.343585E+00 0.435998E-02 0.341722E+00 0.107301E-01
0.125012.254 0.343018E+00 0.549174E-02 0.344085E+00 0.361178E-02 0.338281E+00 0.392278E-02 0.346414E+00 0.110585E-01 0.343708E+00 0.433160E-02 0.342004E+00 0.105541E-01
0.125015.720 0.343569E+00 0.498930E-02 0.344788E+00 0.339054E-02 0.338431E+00 0.332240E-02 0.346497E+00 0.108510E-01 0.343803E+00 0.429772E-02 0.342293E+00 0.103497E-01
0.125020.056 0.342683E+00 0.538641E-02 0.345402E+00 0.333582E-02 0.337171E+00 0.377787E-02 0.346503E+00 0.106635E-01 0.343823E+00 0.426639E-02 0.342496E+00 0.101641E-01
0.125026.154 0.343275E+00 0.535700E-02 0.345681E+00 0.319610E-02 0.337587E+00 0.382530E-02 0.346396E+00 0.104755E-01 0.343729E+00 0.423329E-02 0.342592E+00 0.997722E-02
0.125034.297 0.342997E+00 0.473416E-02 0.345039E+00 0.293711E-02 0.337910E+00 0.336072E-02 0.346149E+00 0.102944E-01 0.343496E+00 0.420089E-02 0.342547E+00 0.979617E-02
0.125042.086 0.342641E+00 0.505460E-02 0.345095E+00 0.295573E-02 0.337389E+00 0.382464E-02 0.345873E+00 0.101652E-01 0.343232E+00 0.417733E-02 0.342420E+00 0.966631E-02
0.1750 3.260 0.317315E+00 0.554905E-02 0.322167E+00 0.440401E-02 0.313270E+00 0.559273E-02 0.324330E+00 0.110165E-01 0.322802E+00 0.484100E-02 0.319566E+00 0.102992E-01
0.1750 3.808 0.316482E+00 0.561552E-02 0.321237E+00 0.402032E-02 0.312103E+00 0.435824E-02 0.322655E+00 0.108173E-01 0.321270E+00 0.479797E-02 0.318158E+00 0.101019E-01
0.1750 4.702 0.315135E+00 0.632223E-02 0.319585E+00 0.338124E-02 0.310572E+00 0.488076E-02 0.320291E+00 0.105574E-01 0.319083E+00 0.474019E-02 0.316150E+00 0.984379E-02
0.1750 5.523 0.314135E+00 0.599899E-02 0.318326E+00 0.361780E-02 0.309385E+00 0.440533E-02 0.318472E+00 0.103774E-01 0.317387E+00 0.469906E-02 0.314585E+00 0.966468E-02
0.1750 6.744 0.312810E+00 0.518707E-02 0.316617E+00 0.384438E-02 0.307954E+00 0.363656E-02 0.316222E+00 0.101674E-01 0.315274E+00 0.465016E-02 0.312638E+00 0.945537E-02
0.1750 8.235 0.310738E+00 0.493834E-02 0.314841E+00 0.407023E-02 0.305856E+00 0.473808E-02 0.314004E+00 0.996895E-02 0.313179E+00 0.460273E-02 0.310711E+00 0.925707E-02
0.175010.055 0.307314E+00 0.500436E-02 0.312051E+00 0.469200E-02 0.303438E+00 0.484252E-02 0.311842E+00 0.978241E-02 0.311127E+00 0.455658E-02 0.308823E+00 0.907017E-02
0.175012.347 0.305740E+00 0.459243E-02 0.309331E+00 0.379605E-02 0.302752E+00 0.469844E-02 0.309670E+00 0.960512E-02 0.309058E+00 0.451159E-02 0.306914E+00 0.889228E-02
0.175015.937 0.302629E+00 0.492427E-02 0.307447E+00 0.362856E-02 0.299350E+00 0.387846E-02 0.307051E+00 0.939381E-02 0.306552E+00 0.445732E-02 0.304612E+00 0.867970E-02
0.175020.231 0.301031E+00 0.511135E-02 0.304741E+00 0.357545E-02 0.298439E+00 0.341393E-02 0.304685E+00 0.921082E-02 0.304279E+00 0.440910E-02 0.302520E+00 0.849518E-02
0.175026.258 0.298917E+00 0.476077E-02 0.302906E+00 0.289839E-02 0.296021E+00 0.365059E-02 0.302177E+00 0.902655E-02 0.301861E+00 0.435881E-02 0.300285E+00 0.830913E-02
0.175035.236 0.296673E+00 0.450522E-02 0.300471E+00 0.346023E-02 0.293786E+00 0.387810E-02 0.299376E+00 0.883127E-02 0.299151E+00 0.430418E-02 0.297770E+00 0.811160E-02
0.175045.229 0.294243E+00 0.410943E-02 0.298429E+00 0.344080E-02 0.291329E+00 0.382490E-02 0.297002E+00 0.867523E-02 0.296849E+00 0.425996E-02 0.295626E+00 0.795328E-02
0.2500 5.878 0.265847E+00 0.448013E-02 0.273448E+00 0.456584E-02 0.263416E+00 0.393655E-02 0.267505E+00 0.830832E-02 0.270359E+00 0.454673E-02 0.268088E+00 0.744863E-02
0.2500 6.825 0.261839E+00 0.438909E-02 0.270408E+00 0.422747E-02 0.259426E+00 0.379188E-02 0.264204E+00 0.816405E-02 0.267122E+00 0.449426E-02 0.264990E+00 0.730868E-02
